2025-07-19 14:33:07,316;CRITICAL;Episode 0;Volume: 204000.0;Demanda: 300000.0;epsilon: 0.043375904776212296
2025-07-19 14:33:13,226;CRITICAL;Episode 1;Volume: 216000.0;Demanda: 300000.0;epsilon: 0.04272851397543923
2025-07-19 14:33:18,793;CRITICAL;Episode 2;Volume: 210000.0;Demanda: 300000.0;epsilon: 0.04583472801998072
2025-07-19 14:33:24,543;CRITICAL;Episode 3;Volume: 210000.0;Demanda: 300000.0;epsilon: 0.04583472801998072
2025-07-19 14:33:30,377;CRITICAL;Episode 4;Volume: 198000.0;Demanda: 300000.0;epsilon: 0.04867631463831842
2025-07-19 14:33:36,086;CRITICAL;Episode 5;Volume: 204000.0;Demanda: 300000.0;epsilon: 0.048432933065126825
2025-07-19 14:33:42,946;CRITICAL;Episode 6;Volume: 216000.0;Demanda: 300000.0;epsilon: 0.04125526245077418
2025-07-19 14:33:48,875;CRITICAL;Episode 7;Volume: 186000.0;Demanda: 300000.0;epsilon: 0.052214913061211746
2025-07-19 14:33:55,145;CRITICAL;Episode 8;Volume: 210000.0;Demanda: 300000.0;epsilon: 0.043159025252331236
2025-07-19 14:34:01,610;CRITICAL;Episode 9;Volume: 222000.0;Demanda: 300000.0;epsilon: 0.03983280768576652
2025-07-19 14:34:07,599;CRITICAL;Episode 10;Volume: 198000.0;Demanda: 300000.0;epsilon: 0.04867631463831842
2025-07-19 14:34:13,879;CRITICAL;Episode 11;Volume: 198000.0;Demanda: 300000.0;epsilon: 0.049911691230058335
2025-07-19 14:34:19,835;CRITICAL;Episode 12;Volume: 192000.0;Demanda: 300000.0;epsilon: 0.04916675299948831
2025-07-19 14:34:26,537;CRITICAL;Episode 13;Volume: 222000.0;Demanda: 300000.0;epsilon: 0.03884689602888724
2025-07-19 14:34:32,675;CRITICAL;Episode 14;Volume: 216000.0;Demanda: 300000.0;epsilon: 0.04272851397543923
2025-07-19 14:34:38,189;CRITICAL;Episode 15;Volume: 174000.0;Demanda: 300000.0;epsilon: 0.05743227569078546
2025-07-19 14:34:44,872;CRITICAL;Episode 16;Volume: 234000.0;Demanda: 300000.0;epsilon: 0.036033175291307735
2025-07-19 14:34:51,324;CRITICAL;Episode 17;Volume: 222000.0;Demanda: 300000.0;epsilon: 0.04023414326483323
2025-07-19 14:34:57,615;CRITICAL;Episode 18;Volume: 204000.0;Demanda: 300000.0;epsilon: 0.04470026135116646
2025-07-19 14:35:03,619;CRITICAL;Episode 19;Volume: 198000.0;Demanda: 300000.0;epsilon: 0.048432933065126825
2025-07-19 14:35:11,051;CRITICAL;Episode 20;Volume: 240000.0;Demanda: 300000.0;epsilon: 0.034271518052411715
2025-07-19 14:35:18,392;CRITICAL;Episode 21;Volume: 210000.0;Demanda: 300000.0;epsilon: 0.04470026135116646
2025-07-19 14:35:24,261;CRITICAL;Episode 22;Volume: 204000.0;Demanda: 300000.0;epsilon: 0.046997986793891174
2025-07-19 14:35:30,589;CRITICAL;Episode 23;Volume: 204000.0;Demanda: 300000.0;epsilon: 0.048432933065126825
2025-07-19 14:35:35,968;CRITICAL;Episode 24;Volume: 180000.0;Demanda: 300000.0;epsilon: 0.05354009722551939
2025-07-19 14:35:42,171;CRITICAL;Episode 25;Volume: 204000.0;Demanda: 300000.0;epsilon: 0.048432933065126825
2025-07-19 14:35:48,365;CRITICAL;Episode 26;Volume: 240000.0;Demanda: 300000.0;epsilon: 0.034271518052411715
2025-07-19 14:35:54,198;CRITICAL;Episode 27;Volume: 210000.0;Demanda: 300000.0;epsilon: 0.043375904776212296
2025-07-19 14:36:00,464;CRITICAL;Episode 28;Volume: 198000.0;Demanda: 300000.0;epsilon: 0.04867631463831842
2025-07-19 14:36:06,246;CRITICAL;Episode 29;Volume: 204000.0;Demanda: 300000.0;epsilon: 0.04537752660798141
2025-07-19 14:36:12,447;CRITICAL;Episode 30;Volume: 192000.0;Demanda: 300000.0;epsilon: 0.05143559895690903
2025-07-19 14:36:18,754;CRITICAL;Episode 31;Volume: 210000.0;Demanda: 300000.0;epsilon: 0.043375904776212296
2025-07-19 14:36:25,832;CRITICAL;Episode 32;Volume: 240000.0;Demanda: 300000.0;epsilon: 0.034443736736092176
2025-07-19 14:36:31,976;CRITICAL;Episode 33;Volume: 204000.0;Demanda: 300000.0;epsilon: 0.048432933065126825
2025-07-19 14:36:37,476;CRITICAL;Episode 34;Volume: 192000.0;Demanda: 300000.0;epsilon: 0.0494138221100385
2025-07-19 14:36:43,830;CRITICAL;Episode 35;Volume: 216000.0;Demanda: 300000.0;epsilon: 0.04084374120782771
2025-07-19 14:36:49,415;CRITICAL;Episode 36;Volume: 210000.0;Demanda: 300000.0;epsilon: 0.0451506389749415
