2025-07-13 16:02:36,127;CRITICAL;Episode 0;Volume: 108000.0;Demanda: 300000.0
2025-07-13 16:02:37,326;CRITICAL;Episode 1;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:02:38,563;CRITICAL;Episode 2;Volume: 96000.0;Demanda: 300000.0
2025-07-13 16:02:39,687;CRITICAL;Episode 3;Volume: 72000.0;Demanda: 300000.0
2025-07-13 16:02:40,996;CRITICAL;Episode 4;Volume: 84000.0;Demanda: 300000.0
2025-07-13 16:02:42,217;CRITICAL;Episode 5;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:02:43,461;CRITICAL;Episode 6;Volume: 96000.0;Demanda: 300000.0
2025-07-13 16:02:45,297;CRITICAL;Episode 7;Volume: 96000.0;Demanda: 300000.0
2025-07-13 16:02:46,451;CRITICAL;Episode 8;Volume: 78000.0;Demanda: 300000.0
2025-07-13 16:02:47,594;CRITICAL;Episode 9;Volume: 66000.0;Demanda: 300000.0
2025-07-13 16:02:48,873;CRITICAL;Episode 10;Volume: 78000.0;Demanda: 300000.0
2025-07-13 16:02:50,116;CRITICAL;Episode 11;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:02:51,219;CRITICAL;Episode 12;Volume: 78000.0;Demanda: 300000.0
2025-07-13 16:02:52,625;CRITICAL;Episode 13;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:02:54,144;CRITICAL;Episode 14;Volume: 102000.0;Demanda: 300000.0
2025-07-13 16:02:55,656;CRITICAL;Episode 15;Volume: 96000.0;Demanda: 300000.0
2025-07-13 16:02:56,948;CRITICAL;Episode 16;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:02:58,209;CRITICAL;Episode 17;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:02:59,378;CRITICAL;Episode 18;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:03:00,662;CRITICAL;Episode 19;Volume: 102000.0;Demanda: 300000.0
2025-07-13 16:03:01,778;CRITICAL;Episode 20;Volume: 78000.0;Demanda: 300000.0
2025-07-13 16:03:02,965;CRITICAL;Episode 21;Volume: 54000.0;Demanda: 300000.0
2025-07-13 16:03:04,189;CRITICAL;Episode 22;Volume: 96000.0;Demanda: 300000.0
2025-07-13 16:03:05,549;CRITICAL;Episode 23;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:03:06,907;CRITICAL;Episode 24;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:03:08,279;CRITICAL;Episode 25;Volume: 84000.0;Demanda: 300000.0
2025-07-13 16:03:10,877;CRITICAL;Episode 26;Volume: 96000.0;Demanda: 300000.0
2025-07-13 16:03:12,284;CRITICAL;Episode 27;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:03:14,933;CRITICAL;Episode 28;Volume: 78000.0;Demanda: 300000.0
2025-07-13 16:03:16,483;CRITICAL;Episode 29;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:03:18,173;CRITICAL;Episode 30;Volume: 120000.0;Demanda: 300000.0
2025-07-13 16:03:19,428;CRITICAL;Episode 31;Volume: 78000.0;Demanda: 300000.0
2025-07-13 16:03:20,744;CRITICAL;Episode 32;Volume: 84000.0;Demanda: 300000.0
2025-07-13 16:03:22,042;CRITICAL;Episode 33;Volume: 78000.0;Demanda: 300000.0
2025-07-13 16:03:23,454;CRITICAL;Episode 34;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:03:24,808;CRITICAL;Episode 35;Volume: 78000.0;Demanda: 300000.0
2025-07-13 16:03:26,225;CRITICAL;Episode 36;Volume: 96000.0;Demanda: 300000.0
2025-07-13 16:03:27,571;CRITICAL;Episode 37;Volume: 84000.0;Demanda: 300000.0
2025-07-13 16:03:29,991;CRITICAL;Episode 38;Volume: 84000.0;Demanda: 300000.0
2025-07-13 16:03:31,046;CRITICAL;Episode 39;Volume: 48000.0;Demanda: 300000.0
2025-07-13 16:03:32,782;CRITICAL;Episode 40;Volume: 102000.0;Demanda: 300000.0
2025-07-13 16:03:33,932;CRITICAL;Episode 41;Volume: 84000.0;Demanda: 300000.0
2025-07-13 16:03:35,032;CRITICAL;Episode 42;Volume: 84000.0;Demanda: 300000.0
2025-07-13 16:03:36,404;CRITICAL;Episode 43;Volume: 84000.0;Demanda: 300000.0
2025-07-13 16:03:37,811;CRITICAL;Episode 44;Volume: 84000.0;Demanda: 300000.0
2025-07-13 16:03:38,868;CRITICAL;Episode 45;Volume: 42000.0;Demanda: 300000.0
2025-07-13 16:03:41,286;CRITICAL;Episode 46;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:03:42,902;CRITICAL;Episode 47;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:03:44,153;CRITICAL;Episode 48;Volume: 72000.0;Demanda: 300000.0
2025-07-13 16:03:45,484;CRITICAL;Episode 49;Volume: 84000.0;Demanda: 300000.0
2025-07-13 16:03:46,919;CRITICAL;Episode 50;Volume: 114000.0;Demanda: 300000.0
2025-07-13 16:03:48,272;CRITICAL;Episode 51;Volume: 102000.0;Demanda: 300000.0
2025-07-13 16:03:49,475;CRITICAL;Episode 52;Volume: 78000.0;Demanda: 300000.0
2025-07-13 16:03:50,710;CRITICAL;Episode 53;Volume: 42000.0;Demanda: 300000.0
2025-07-13 16:03:52,085;CRITICAL;Episode 54;Volume: 96000.0;Demanda: 300000.0
2025-07-13 16:03:53,518;CRITICAL;Episode 55;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:03:54,790;CRITICAL;Episode 56;Volume: 78000.0;Demanda: 300000.0
2025-07-13 16:03:56,089;CRITICAL;Episode 57;Volume: 66000.0;Demanda: 300000.0
2025-07-13 16:03:57,566;CRITICAL;Episode 58;Volume: 66000.0;Demanda: 300000.0
2025-07-13 16:03:58,813;CRITICAL;Episode 59;Volume: 78000.0;Demanda: 300000.0
2025-07-13 16:04:00,060;CRITICAL;Episode 60;Volume: 72000.0;Demanda: 300000.0
2025-07-13 16:04:01,740;CRITICAL;Episode 61;Volume: 78000.0;Demanda: 300000.0
2025-07-13 16:04:03,006;CRITICAL;Episode 62;Volume: 84000.0;Demanda: 300000.0
2025-07-13 16:04:04,429;CRITICAL;Episode 63;Volume: 102000.0;Demanda: 300000.0
2025-07-13 16:04:06,355;CRITICAL;Episode 64;Volume: 108000.0;Demanda: 300000.0
2025-07-13 16:04:08,257;CRITICAL;Episode 65;Volume: 78000.0;Demanda: 300000.0
2025-07-13 16:04:09,492;CRITICAL;Episode 66;Volume: 84000.0;Demanda: 300000.0
2025-07-13 16:04:10,618;CRITICAL;Episode 67;Volume: 66000.0;Demanda: 300000.0
2025-07-13 16:04:11,826;CRITICAL;Episode 68;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:04:13,070;CRITICAL;Episode 69;Volume: 96000.0;Demanda: 300000.0
2025-07-13 16:04:14,291;CRITICAL;Episode 70;Volume: 96000.0;Demanda: 300000.0
2025-07-13 16:04:15,387;CRITICAL;Episode 71;Volume: 66000.0;Demanda: 300000.0
2025-07-13 16:04:16,501;CRITICAL;Episode 72;Volume: 60000.0;Demanda: 300000.0
2025-07-13 16:04:17,934;CRITICAL;Episode 73;Volume: 102000.0;Demanda: 300000.0
2025-07-13 16:04:19,172;CRITICAL;Episode 74;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:04:20,540;CRITICAL;Episode 75;Volume: 96000.0;Demanda: 300000.0
2025-07-13 16:04:21,986;CRITICAL;Episode 76;Volume: 84000.0;Demanda: 300000.0
2025-07-13 16:04:23,271;CRITICAL;Episode 77;Volume: 78000.0;Demanda: 300000.0
2025-07-13 16:04:24,514;CRITICAL;Episode 78;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:04:25,748;CRITICAL;Episode 79;Volume: 72000.0;Demanda: 300000.0
2025-07-13 16:04:27,115;CRITICAL;Episode 80;Volume: 84000.0;Demanda: 300000.0
2025-07-13 16:04:28,526;CRITICAL;Episode 81;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:04:29,724;CRITICAL;Episode 82;Volume: 78000.0;Demanda: 300000.0
2025-07-13 16:04:30,971;CRITICAL;Episode 83;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:04:32,146;CRITICAL;Episode 84;Volume: 84000.0;Demanda: 300000.0
2025-07-13 16:04:33,291;CRITICAL;Episode 85;Volume: 60000.0;Demanda: 300000.0
2025-07-13 16:04:34,521;CRITICAL;Episode 86;Volume: 78000.0;Demanda: 300000.0
2025-07-13 16:04:35,772;CRITICAL;Episode 87;Volume: 78000.0;Demanda: 300000.0
2025-07-13 16:04:37,098;CRITICAL;Episode 88;Volume: 96000.0;Demanda: 300000.0
2025-07-13 16:04:38,276;CRITICAL;Episode 89;Volume: 60000.0;Demanda: 300000.0
2025-07-13 16:04:39,761;CRITICAL;Episode 90;Volume: 72000.0;Demanda: 300000.0
2025-07-13 16:04:41,114;CRITICAL;Episode 91;Volume: 84000.0;Demanda: 300000.0
2025-07-13 16:04:42,910;CRITICAL;Episode 92;Volume: 60000.0;Demanda: 300000.0
2025-07-13 16:04:44,294;CRITICAL;Episode 93;Volume: 96000.0;Demanda: 300000.0
2025-07-13 16:04:45,716;CRITICAL;Episode 94;Volume: 96000.0;Demanda: 300000.0
2025-07-13 16:04:47,102;CRITICAL;Episode 95;Volume: 84000.0;Demanda: 300000.0
2025-07-13 16:04:48,604;CRITICAL;Episode 96;Volume: 114000.0;Demanda: 300000.0
2025-07-13 16:04:49,970;CRITICAL;Episode 97;Volume: 96000.0;Demanda: 300000.0
2025-07-13 16:04:51,188;CRITICAL;Episode 98;Volume: 78000.0;Demanda: 300000.0
2025-07-13 16:04:52,672;CRITICAL;Episode 99;Volume: 84000.0;Demanda: 300000.0
2025-07-13 16:04:54,055;CRITICAL;Episode 100;Volume: 102000.0;Demanda: 300000.0
2025-07-13 16:04:55,465;CRITICAL;Episode 101;Volume: 114000.0;Demanda: 300000.0
2025-07-13 16:04:56,866;CRITICAL;Episode 102;Volume: 102000.0;Demanda: 300000.0
2025-07-13 16:04:58,143;CRITICAL;Episode 103;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:04:59,357;CRITICAL;Episode 104;Volume: 84000.0;Demanda: 300000.0
2025-07-13 16:05:00,888;CRITICAL;Episode 105;Volume: 120000.0;Demanda: 300000.0
2025-07-13 16:05:02,160;CRITICAL;Episode 106;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:05:03,571;CRITICAL;Episode 107;Volume: 72000.0;Demanda: 300000.0
2025-07-13 16:05:04,848;CRITICAL;Episode 108;Volume: 96000.0;Demanda: 300000.0
2025-07-13 16:05:06,277;CRITICAL;Episode 109;Volume: 120000.0;Demanda: 300000.0
2025-07-13 16:05:07,695;CRITICAL;Episode 110;Volume: 108000.0;Demanda: 300000.0
2025-07-13 16:05:09,164;CRITICAL;Episode 111;Volume: 102000.0;Demanda: 300000.0
2025-07-13 16:05:10,514;CRITICAL;Episode 112;Volume: 96000.0;Demanda: 300000.0
2025-07-13 16:05:11,934;CRITICAL;Episode 113;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:05:13,798;CRITICAL;Episode 114;Volume: 108000.0;Demanda: 300000.0
2025-07-13 16:05:16,296;CRITICAL;Episode 115;Volume: 114000.0;Demanda: 300000.0
2025-07-13 16:05:17,758;CRITICAL;Episode 116;Volume: 102000.0;Demanda: 300000.0
2025-07-13 16:05:19,167;CRITICAL;Episode 117;Volume: 96000.0;Demanda: 300000.0
2025-07-13 16:05:20,536;CRITICAL;Episode 118;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:05:21,855;CRITICAL;Episode 119;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:05:23,179;CRITICAL;Episode 120;Volume: 96000.0;Demanda: 300000.0
2025-07-13 16:05:24,399;CRITICAL;Episode 121;Volume: 84000.0;Demanda: 300000.0
2025-07-13 16:05:25,598;CRITICAL;Episode 122;Volume: 84000.0;Demanda: 300000.0
2025-07-13 16:05:27,122;CRITICAL;Episode 123;Volume: 102000.0;Demanda: 300000.0
2025-07-13 16:05:28,626;CRITICAL;Episode 124;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:05:29,817;CRITICAL;Episode 125;Volume: 78000.0;Demanda: 300000.0
2025-07-13 16:05:31,002;CRITICAL;Episode 126;Volume: 60000.0;Demanda: 300000.0
2025-07-13 16:05:32,258;CRITICAL;Episode 127;Volume: 90000.0;Demanda: 300000.0
2025-07-13 16:05:33,453;CRITICAL;Episode 128;Volume: 66000.0;Demanda: 300000.0
2025-07-13 16:05:34,677;CRITICAL;Episode 129;Volume: 66000.0;Demanda: 300000.0
2025-07-13 16:05:35,951;CRITICAL;Episode 130;Volume: 84000.0;Demanda: 300000.0
2025-07-13 16:05:37,196;CRITICAL;Episode 131;Volume: 96000.0;Demanda: 300000.0
