2025-07-13 15:57:31,478;CRITICAL;Episode 0;Volume: 102000.0;Demanda: 300000.0
2025-07-13 15:57:33,261;CRITICAL;Episode 1;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:57:34,466;CRITICAL;Episode 2;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:57:35,664;CRITICAL;Episode 3;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:57:37,000;CRITICAL;Episode 4;Volume: 96000.0;Demanda: 300000.0
2025-07-13 15:57:38,398;CRITICAL;Episode 5;Volume: 90000.0;Demanda: 300000.0
2025-07-13 15:57:39,777;CRITICAL;Episode 6;Volume: 48000.0;Demanda: 300000.0
2025-07-13 15:57:41,208;CRITICAL;Episode 7;Volume: 90000.0;Demanda: 300000.0
2025-07-13 15:57:42,408;CRITICAL;Episode 8;Volume: 60000.0;Demanda: 300000.0
2025-07-13 15:57:43,445;CRITICAL;Episode 9;Volume: 48000.0;Demanda: 300000.0
2025-07-13 15:57:44,603;CRITICAL;Episode 10;Volume: 60000.0;Demanda: 300000.0
2025-07-13 15:57:45,941;CRITICAL;Episode 11;Volume: 108000.0;Demanda: 300000.0
2025-07-13 15:57:47,276;CRITICAL;Episode 12;Volume: 102000.0;Demanda: 300000.0
2025-07-13 15:57:48,522;CRITICAL;Episode 13;Volume: 60000.0;Demanda: 300000.0
2025-07-13 15:57:49,814;CRITICAL;Episode 14;Volume: 102000.0;Demanda: 300000.0
2025-07-13 15:57:50,925;CRITICAL;Episode 15;Volume: 54000.0;Demanda: 300000.0
2025-07-13 15:57:52,156;CRITICAL;Episode 16;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:57:53,434;CRITICAL;Episode 17;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:57:54,683;CRITICAL;Episode 18;Volume: 90000.0;Demanda: 300000.0
2025-07-13 15:57:55,841;CRITICAL;Episode 19;Volume: 84000.0;Demanda: 300000.0
2025-07-13 15:57:56,955;CRITICAL;Episode 20;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:57:58,143;CRITICAL;Episode 21;Volume: 90000.0;Demanda: 300000.0
2025-07-13 15:57:59,498;CRITICAL;Episode 22;Volume: 96000.0;Demanda: 300000.0
2025-07-13 15:58:00,693;CRITICAL;Episode 23;Volume: 96000.0;Demanda: 300000.0
2025-07-13 15:58:01,820;CRITICAL;Episode 24;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:58:02,910;CRITICAL;Episode 25;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:58:04,152;CRITICAL;Episode 26;Volume: 96000.0;Demanda: 300000.0
2025-07-13 15:58:05,379;CRITICAL;Episode 27;Volume: 102000.0;Demanda: 300000.0
2025-07-13 15:58:06,527;CRITICAL;Episode 28;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:58:07,749;CRITICAL;Episode 29;Volume: 90000.0;Demanda: 300000.0
2025-07-13 15:58:08,868;CRITICAL;Episode 30;Volume: 72000.0;Demanda: 300000.0
2025-07-13 15:58:10,161;CRITICAL;Episode 31;Volume: 72000.0;Demanda: 300000.0
2025-07-13 15:58:11,341;CRITICAL;Episode 32;Volume: 90000.0;Demanda: 300000.0
2025-07-13 15:58:12,464;CRITICAL;Episode 33;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:58:13,598;CRITICAL;Episode 34;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:58:14,767;CRITICAL;Episode 35;Volume: 84000.0;Demanda: 300000.0
2025-07-13 15:58:15,949;CRITICAL;Episode 36;Volume: 90000.0;Demanda: 300000.0
2025-07-13 15:58:17,071;CRITICAL;Episode 37;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:58:18,277;CRITICAL;Episode 38;Volume: 90000.0;Demanda: 300000.0
2025-07-13 15:58:19,366;CRITICAL;Episode 39;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:58:20,687;CRITICAL;Episode 40;Volume: 90000.0;Demanda: 300000.0
2025-07-13 15:58:21,865;CRITICAL;Episode 41;Volume: 72000.0;Demanda: 300000.0
2025-07-13 15:58:23,063;CRITICAL;Episode 42;Volume: 90000.0;Demanda: 300000.0
2025-07-13 15:58:24,307;CRITICAL;Episode 43;Volume: 96000.0;Demanda: 300000.0
2025-07-13 15:58:25,400;CRITICAL;Episode 44;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:58:26,520;CRITICAL;Episode 45;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:58:27,841;CRITICAL;Episode 46;Volume: 96000.0;Demanda: 300000.0
2025-07-13 15:58:28,874;CRITICAL;Episode 47;Volume: 72000.0;Demanda: 300000.0
2025-07-13 15:58:30,105;CRITICAL;Episode 48;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:58:31,251;CRITICAL;Episode 49;Volume: 84000.0;Demanda: 300000.0
2025-07-13 15:58:32,447;CRITICAL;Episode 50;Volume: 84000.0;Demanda: 300000.0
2025-07-13 15:58:33,570;CRITICAL;Episode 51;Volume: 72000.0;Demanda: 300000.0
2025-07-13 15:58:34,721;CRITICAL;Episode 52;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:58:35,893;CRITICAL;Episode 53;Volume: 84000.0;Demanda: 300000.0
2025-07-13 15:58:36,857;CRITICAL;Episode 54;Volume: 66000.0;Demanda: 300000.0
2025-07-13 15:58:38,081;CRITICAL;Episode 55;Volume: 90000.0;Demanda: 300000.0
2025-07-13 15:58:39,268;CRITICAL;Episode 56;Volume: 84000.0;Demanda: 300000.0
2025-07-13 15:58:40,663;CRITICAL;Episode 57;Volume: 72000.0;Demanda: 300000.0
2025-07-13 15:58:41,791;CRITICAL;Episode 58;Volume: 72000.0;Demanda: 300000.0
2025-07-13 15:58:42,934;CRITICAL;Episode 59;Volume: 90000.0;Demanda: 300000.0
2025-07-13 15:58:44,101;CRITICAL;Episode 60;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:58:45,342;CRITICAL;Episode 61;Volume: 66000.0;Demanda: 300000.0
2025-07-13 15:58:46,596;CRITICAL;Episode 62;Volume: 60000.0;Demanda: 300000.0
2025-07-13 15:58:48,127;CRITICAL;Episode 63;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:58:49,318;CRITICAL;Episode 64;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:58:50,601;CRITICAL;Episode 65;Volume: 102000.0;Demanda: 300000.0
2025-07-13 15:58:51,908;CRITICAL;Episode 66;Volume: 72000.0;Demanda: 300000.0
2025-07-13 15:58:53,149;CRITICAL;Episode 67;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:58:54,294;CRITICAL;Episode 68;Volume: 84000.0;Demanda: 300000.0
2025-07-13 15:58:55,542;CRITICAL;Episode 69;Volume: 72000.0;Demanda: 300000.0
2025-07-13 15:58:56,741;CRITICAL;Episode 70;Volume: 84000.0;Demanda: 300000.0
2025-07-13 15:58:57,932;CRITICAL;Episode 71;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:58:59,066;CRITICAL;Episode 72;Volume: 84000.0;Demanda: 300000.0
2025-07-13 15:59:00,239;CRITICAL;Episode 73;Volume: 84000.0;Demanda: 300000.0
2025-07-13 15:59:01,559;CRITICAL;Episode 74;Volume: 120000.0;Demanda: 300000.0
2025-07-13 15:59:02,873;CRITICAL;Episode 75;Volume: 84000.0;Demanda: 300000.0
2025-07-13 15:59:04,000;CRITICAL;Episode 76;Volume: 72000.0;Demanda: 300000.0
2025-07-13 15:59:05,121;CRITICAL;Episode 77;Volume: 66000.0;Demanda: 300000.0
2025-07-13 15:59:06,232;CRITICAL;Episode 78;Volume: 66000.0;Demanda: 300000.0
2025-07-13 15:59:07,302;CRITICAL;Episode 79;Volume: 54000.0;Demanda: 300000.0
2025-07-13 15:59:08,485;CRITICAL;Episode 80;Volume: 84000.0;Demanda: 300000.0
2025-07-13 15:59:09,642;CRITICAL;Episode 81;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:59:10,855;CRITICAL;Episode 82;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:59:11,978;CRITICAL;Episode 83;Volume: 66000.0;Demanda: 300000.0
2025-07-13 15:59:13,249;CRITICAL;Episode 84;Volume: 66000.0;Demanda: 300000.0
2025-07-13 15:59:14,425;CRITICAL;Episode 85;Volume: 84000.0;Demanda: 300000.0
2025-07-13 15:59:15,576;CRITICAL;Episode 86;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:59:16,710;CRITICAL;Episode 87;Volume: 78000.0;Demanda: 300000.0
2025-07-13 15:59:17,914;CRITICAL;Episode 88;Volume: 90000.0;Demanda: 300000.0
2025-07-13 15:59:19,127;CRITICAL;Episode 89;Volume: 90000.0;Demanda: 300000.0
2025-07-13 15:59:20,285;CRITICAL;Episode 90;Volume: 90000.0;Demanda: 300000.0
2025-07-13 15:59:21,394;CRITICAL;Episode 91;Volume: 66000.0;Demanda: 300000.0
2025-07-13 15:59:22,686;CRITICAL;Episode 92;Volume: 90000.0;Demanda: 300000.0
2025-07-13 15:59:24,003;CRITICAL;Episode 93;Volume: 60000.0;Demanda: 300000.0
2025-07-13 15:59:25,212;CRITICAL;Episode 94;Volume: 78000.0;Demanda: 300000.0
